loan_amnt,term,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,fico_range_low,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,acc_now_delinq,mort_acc,pub_rec_bankruptcies,default_flag,credit_age_years,lti,open_credit_ratio,pd_logit,credit_score_logit,risk_grade_logit,pd_xgb_test
12000.0,36,8.0,MORTGAGE,45000.0,debt_consolidation,39.33,1.0,675.0,0.0,10.0,0.0,0.748,17.0,0.0,2.0,0.0,1,14.915811088295689,0.26666666666666666,0.588235259515573,0.5471268689814113,590.5465655385768,D,
17050.0,60,10.0,MORTGAGE,60000.0,credit_card,30.33,0.0,705.0,0.0,9.0,0.0,0.955,16.0,0.0,3.0,0.0,1,24.501026694045173,0.2841666666666667,0.5624999648437522,0.6293657073346651,573.5251671971376,E,0.5139881372451782
20000.0,36,1.0,MORTGAGE,120000.0,credit_card,18.48,0.0,670.0,0.0,15.0,0.0,0.5429999999999999,21.0,0.0,0.0,0.0,0,10.420260095824778,0.16666666666666666,0.7142856802721105,0.3439281645944793,632.2918738213386,B,0.4552697241306305
3000.0,36,10.0,MORTGAGE,75000.0,debt_consolidation,31.23,0.0,710.0,1.0,15.0,0.0,0.81,23.0,0.0,3.0,0.0,0,39.501711156741955,0.04,0.6521738846880919,0.3970833169465696,620.8816445712127,B,0.29143622517585754
11000.0,36,1.0,MORTGAGE,105000.0,debt_consolidation,4.33,0.0,745.0,1.0,12.0,0.0,0.20199999999999999,28.0,0.0,0.0,0.0,0,21.08145106091718,0.10476190476190476,0.4285714132653067,0.23362464470266023,659.397816235887,A,
15000.0,36,5.0,MORTGAGE,105000.0,debt_consolidation,12.41,1.0,675.0,0.0,6.0,0.0,0.6809999999999999,30.0,0.0,2.0,0.0,0,19.83025325119781,0.14285714285714285,0.19999999333333354,0.2925308069306002,644.1562050619519,A,0.25580456852912903
8750.0,36,10.0,OWN,30000.0,debt_consolidation,24.48,0.0,690.0,0.0,11.0,0.0,0.24100000000000002,15.0,0.0,1.0,0.0,0,12.082135523613964,0.2916666666666667,0.7333332844444478,0.4418485232600604,611.683163672487,C,
25200.0,36,-1.0,OWN,70000.0,debt_consolidation,13.25,3.0,705.0,0.0,31.0,0.0,0.32,56.0,0.0,3.0,0.0,1,41.667351129363446,0.36,0.5535714186862247,0.4090592086374716,618.3927959303686,B,
25000.0,60,3.0,RENT,65000.0,debt_consolidation,29.3,0.0,685.0,0.0,16.0,0.0,0.8809999999999999,24.0,0.0,0.0,0.0,1,13.333333333333334,0.38461538461538464,0.66666663888889,0.8166525692342599,525.3084564564224,E,
20000.0,36,10.0,MORTGAGE,60000.0,debt_consolidation,15.82,0.0,685.0,0.0,7.0,0.0,0.762,22.0,0.0,1.0,0.0,0,11.915126625598905,0.3333333333333333,0.3181818037190089,0.38253106960499217,623.9409437196615,B,
20000.0,36,3.0,RENT,65000.0,debt_consolidation,8.88,0.0,715.0,0.0,7.0,0.0,0.435,11.0,0.0,0.0,0.0,0,19.082819986310746,0.3076923076923077,0.636363578512402,0.40906908467900516,618.3907531524475,B,
35000.0,36,-1.0,MORTGAGE,110000.0,debt_consolidation,16.42,0.0,745.0,0.0,14.0,0.0,0.635,26.0,0.0,2.0,0.0,1,33.41820670773443,0.3181818181818182,0.5384615177514801,0.342373869019039,632.6366627803837,B,
32000.0,60,1.0,RENT,101350.0,credit_card,17.18,1.0,665.0,0.0,9.0,0.0,0.515,26.0,0.0,4.0,0.0,0,13.66735112936345,0.31573754316724223,0.3461538328402372,0.646356441176167,569.8469195876808,E,
8825.0,36,4.0,RENT,125000.0,debt_consolidation,22.18,0.0,700.0,0.0,21.0,0.0,0.682,27.0,0.0,0.0,0.0,0,22.754277891854894,0.0706,0.7777777489711944,0.44297701819358243,611.4544304009572,C,
4500.0,36,3.0,RENT,40000.0,debt_consolidation,22.62,0.0,680.0,0.0,8.0,0.0,0.331,11.0,0.0,0.0,0.0,0,8.501026694045175,0.1125,0.7272726611570308,0.480787822595572,603.8443281881807,C,0.5820966958999634
24000.0,36,10.0,MORTGAGE,199000.0,credit_card,19.56,0.0,670.0,0.0,15.0,1.0,0.748,31.0,0.0,2.0,1.0,0,15.915126625598905,0.12060301507537688,0.4838709521331951,0.30320097139361873,641.6050586945664,A,0.5052562952041626
15125.0,60,4.0,RENT,60000.0,debt_consolidation,28.1,0.0,765.0,0.0,5.0,0.0,0.304,7.0,0.0,0.0,0.0,1,14.168377823408624,0.2520833333333333,0.7142856122449125,0.7105670935524585,555.0930069478236,E,
19000.0,60,8.0,RENT,120000.0,debt_consolidation,11.87,1.0,680.0,0.0,16.0,1.0,0.42100000000000004,35.0,0.0,1.0,1.0,0,20.16700889801506,0.15833333333333333,0.4571428440816331,0.6565555527042602,567.6009031715654,E,0.6423158645629883
14500.0,36,0.0,RENT,90000.0,major_purchase,5.09,0.0,700.0,1.0,5.0,0.0,0.7,13.0,0.0,0.0,0.0,1,31.419575633127995,0.16111111111111112,0.3846153550295881,0.388854134330299,622.6065683040206,B,
15000.0,60,10.0,MORTGAGE,75000.0,house,11.66,0.0,805.0,2.0,23.0,0.0,0.084,46.0,0.0,4.0,0.0,0,27.753593429158112,0.2,0.49999998913043503,0.48469725184004936,603.0615057713609,C,0.28035077452659607
18000.0,60,8.0,RENT,60000.0,debt_consolidation,14.1,0.0,695.0,0.0,5.0,1.0,0.25,7.0,0.0,0.0,1.0,0,15.3347022587269,0.3,0.7142856122449125,0.6996658622254703,557.7146383014268,E,
10200.0,36,8.0,MORTGAGE,90000.0,credit_card,9.33,0.0,690.0,1.0,9.0,0.0,0.46799999999999997,27.0,0.0,0.0,0.0,1,21.166324435318277,0.11333333333333333,0.3333333209876548,0.2620017352295184,651.7795173292802,A,0.23748549818992615
11200.0,36,10.0,RENT,56000.0,debt_consolidation,11.96,1.0,710.0,0.0,17.0,0.0,0.302,25.0,0.0,4.0,0.0,0,27.83025325119781,0.2,0.679999972800001,0.3548248404485055,629.8948792301004,B,
7500.0,36,-1.0,RENT,80000.0,home_improvement,10.62,0.0,730.0,0.0,11.0,0.0,0.466,32.0,0.0,1.0,0.0,0,19.419575633127995,0.09375,0.34374998925781286,0.3383639941406666,633.5296671425127,B,0.184232696890831
10000.0,36,10.0,RENT,40000.0,credit_card,7.35,0.0,670.0,1.0,9.0,0.0,0.563,15.0,0.0,0.0,0.0,0,13.91649555099247,0.25,0.5999999600000027,0.4191941830638992,616.3041111107295,C,
12000.0,36,8.0,OWN,92000.0,home_improvement,17.88,0.0,680.0,3.0,8.0,0.0,0.7859999999999999,12.0,0.0,2.0,0.0,1,33.41820670773443,0.13043478260869565,0.6666666111111158,0.5309428819867221,593.8035049631676,D,0.5099509358406067
4075.0,36,3.0,RENT,50000.0,credit_card,6.43,0.0,720.0,0.0,10.0,0.0,0.0,15.0,0.0,0.0,0.0,0,7.2498288843258045,0.0815,0.6666666222222252,0.2806220521696518,647.0689061655128,A,0.2586047053337097
16000.0,36,10.0,MORTGAGE,110000.0,credit_card,12.24,2.0,675.0,0.0,11.0,0.0,0.32,26.0,0.0,2.0,0.0,0,13.831622176591376,0.14545454545454545,0.4230769068047343,0.27414460771047927,648.6847539137578,A,
20125.0,36,6.0,MORTGAGE,92674.0,home_improvement,18.82,4.0,670.0,0.0,16.0,0.0,0.63,32.0,0.0,1.0,0.0,1,10.830937713894592,0.2171590737423657,0.49999998437500054,0.5212509297667566,595.7472520792402,D,0.4729524850845337
12000.0,60,9.0,RENT,43000.0,debt_consolidation,26.77,0.0,690.0,0.0,8.0,1.0,0.47200000000000003,18.0,0.0,0.0,1.0,1,17.08145106091718,0.27906976744186046,0.4444444197530878,0.7595277011186022,542.495405366967,E,0.6650788187980652
18650.0,60,8.0,MORTGAGE,106000.0,debt_consolidation,11.29,0.0,715.0,0.0,9.0,0.0,0.871,12.0,0.0,1.0,0.0,0,23.249828884325805,0.17594339622641508,0.7499999375000053,0.5547214561137215,589.0116960389134,D,
28000.0,60,10.0,RENT,85000.0,debt_consolidation,21.73,0.0,705.0,1.0,9.0,0.0,0.569,32.0,0.0,4.0,0.0,0,14.335386721423683,0.32941176470588235,0.2812499912109378,0.7072370839843671,555.89985867023,E,0.6656330227851868
18000.0,36,0.0,MORTGAGE,115000.0,credit_card,9.2,0.0,665.0,3.0,24.0,0.0,0.475,50.0,0.0,1.0,0.0,0,21.418206707734427,0.1565217391304348,0.47999999040000024,0.36465322525073446,627.7612058812408,B,
25000.0,36,10.0,OWN,82400.0,credit_card,15.69,1.0,660.0,2.0,15.0,0.0,0.39899999999999997,48.0,0.0,0.0,0.0,0,19.3347022587269,0.30339805825242716,0.31249999348958346,0.47440553108070693,605.1233718513316,C,
7200.0,36,1.0,RENT,170000.0,credit_card,12.46,0.0,670.0,0.0,9.0,1.0,0.595,30.0,0.0,2.0,1.0,0,14.587268993839835,0.042352941176470586,0.2999999900000003,0.2763855751941563,648.1230892861864,A,0.18552306294441223
10000.0,36,2.0,MORTGAGE,57000.0,credit_card,12.46,0.0,775.0,0.0,5.0,0.0,0.345,24.0,0.0,7.0,0.0,0,35.9151266255989,0.17543859649122806,0.20833332465277812,0.13979222454934656,690.8508374781741,A,
6000.0,36,10.0,MORTGAGE,92000.0,home_improvement,9.5,0.0,670.0,0.0,4.0,1.0,0.44799999999999995,16.0,0.0,2.0,1.0,0,21.66735112936345,0.06521739130434782,0.24999998437500096,0.27482899847438014,648.5129205345938,A,
15000.0,36,10.0,MORTGAGE,66000.0,debt_consolidation,19.35,0.0,735.0,1.0,8.0,1.0,0.243,15.0,0.0,3.0,0.0,0,19.3347022587269,0.22727272727272727,0.5333332977777802,0.36439588908550663,627.8167509206683,B,
24000.0,36,8.0,RENT,85000.0,credit_card,39.98,0.0,695.0,0.0,21.0,0.0,0.36700000000000005,37.0,0.0,3.0,0.0,1,20.752908966461327,0.2823529411764706,0.567567552227904,0.518048870208927,596.3886568296622,D,0.5507896542549133
15000.0,36,5.0,RENT,28000.0,debt_consolidation,19.64,0.0,660.0,1.0,8.0,0.0,0.688,9.0,0.0,0.0,0.0,0,6.168377823408624,0.5357142857142857,0.8888887901234679,0.6238247014199031,574.7092926340458,E,
21000.0,60,0.0,MORTGAGE,90000.0,credit_card,8.76,2.0,705.0,0.0,8.0,0.0,0.8220000000000001,32.0,0.0,0.0,0.0,0,17.585215605749486,0.23333333333333334,0.24999999218750027,0.5479461838500016,590.3812078775649,D,
10500.0,36,2.0,RENT,21000.0,other,26.0,0.0,700.0,1.0,15.0,0.0,0.299,20.0,0.0,0.0,0.0,0,11.249828884325805,0.5,0.7499999625000018,0.6304162417362684,573.2998546161497,E,
8000.0,36,1.0,OWN,25000.0,debt_consolidation,5.9,1.0,685.0,0.0,2.0,0.0,0.027000000000000003,13.0,0.0,0.0,0.0,0,18.001368925393567,0.32,0.15384614201183525,0.3038644224204053,641.4481406844714,A,0.3650796115398407
10000.0,36,2.0,RENT,76000.0,other,22.44,0.0,665.0,1.0,13.0,1.0,0.924,38.0,0.0,4.0,1.0,0,28.752908966461327,0.13157894736842105,0.34210525415512494,0.543688311896265,591.2399987989473,D,
5000.0,36,10.0,RENT,56000.0,debt_consolidation,10.03,0.0,705.0,0.0,11.0,0.0,0.263,17.0,0.0,0.0,0.0,0,18.587268993839835,0.08928571428571429,0.6470587854671302,0.3549965619413431,629.8573771174409,B,
12000.0,36,10.0,MORTGAGE,70000.0,credit_card,21.1,0.0,695.0,1.0,17.0,0.0,0.51,28.0,0.0,3.0,0.0,0,19.082819986310746,0.17142857142857143,0.6071428354591845,0.3362080983663202,634.0119195287436,B,
23525.0,36,10.0,MORTGAGE,60000.0,debt_consolidation,24.86,0.0,685.0,0.0,8.0,0.0,0.5760000000000001,11.0,0.0,1.0,0.0,0,12.501026694045175,0.39208333333333334,0.7272726611570308,0.4679874497666875,606.4112800453643,C,
4000.0,36,10.0,OWN,95000.0,house,8.74,0.0,670.0,0.0,11.0,1.0,0.321,27.0,0.0,7.0,1.0,1,17.08145106091718,0.042105263157894736,0.4074073923182447,0.23104702832336696,660.1204268426104,A,
5000.0,36,-1.0,MORTGAGE,48000.0,home_improvement,22.43,0.0,670.0,1.0,9.0,0.0,0.688,10.0,0.0,0.0,0.0,0,6.669404517453799,0.10416666666666667,0.8999999100000091,0.5093775726706948,598.1242655119341,D,
6000.0,36,10.0,OWN,24640.0,credit_card,27.28,2.0,665.0,0.0,8.0,1.0,0.62,23.0,0.0,1.0,1.0,0,22.6694045174538,0.2435064935064935,0.34782607183364905,0.49828062613593155,600.3438761282614,D,
21600.0,36,9.0,RENT,95000.0,debt_consolidation,13.91,0.0,690.0,0.0,13.0,1.0,0.155,34.0,0.0,4.0,1.0,1,15.000684462696784,0.22736842105263158,0.3823529299307962,0.3681643672536905,627.0049898478354,B,
15000.0,36,1.0,OWN,50000.0,debt_consolidation,23.84,0.0,685.0,0.0,19.0,0.0,0.637,44.0,0.0,0.0,0.0,0,14.420260095824778,0.3,0.4318181720041325,0.47483035636249565,605.0381872695444,C,0.5493481755256653
20000.0,60,9.0,MORTGAGE,40000.0,debt_consolidation,37.59,0.0,660.0,0.0,9.0,1.0,0.58,34.0,0.0,3.0,1.0,1,22.50239561943874,0.5,0.2647058745674743,0.7335871279503681,549.355044081484,E,
35000.0,36,10.0,RENT,135000.0,debt_consolidation,17.22,2.0,665.0,0.0,8.0,0.0,0.797,23.0,0.0,0.0,0.0,0,16.914442162902123,0.25925925925925924,0.34782607183364905,0.5582437268345108,588.298132917675,D,
35000.0,60,7.0,RENT,125000.0,debt_consolidation,15.49,0.0,705.0,1.0,13.0,0.0,0.795,23.0,0.0,0.0,0.0,0,27.50171115674196,0.28,0.5652173667296797,0.7472126439947179,545.8099418307023,E,0.7416768074035645
12300.0,36,10.0,MORTGAGE,52000.0,credit_card,30.65,0.0,685.0,0.0,19.0,0.0,0.349,62.0,0.0,5.0,0.0,0,17.248459958932237,0.23653846153846153,0.30645160796045795,0.29376199098388944,643.859120946816,A,
16000.0,60,10.0,OWN,58000.0,home_improvement,28.18,0.0,710.0,2.0,7.0,0.0,0.823,14.0,0.0,2.0,0.0,0,20.249144421629023,0.27586206896551724,0.49999996428571686,0.7882977351750551,534.2652510673495,E,0.6520875692367554
8050.0,36,10.0,OWN,23000.0,small_business,1.3,0.0,685.0,1.0,5.0,0.0,0.051,10.0,0.0,2.0,0.0,0,23.000684462696782,0.35,0.499999950000005,0.32939193180840853,635.5468270709066,A,
19800.0,60,2.0,RENT,44000.0,debt_consolidation,30.77,0.0,705.0,0.0,6.0,0.0,0.93,24.0,0.0,0.0,0.0,1,25.916495550992472,0.45,0.24999998958333375,0.7794763247902523,536.8691371977347,E,0.7125329971313477
4500.0,36,9.0,MORTGAGE,36000.0,credit_card,13.0,0.0,720.0,0.0,7.0,1.0,0.267,20.0,0.0,3.0,0.0,0,15.419575633127995,0.125,0.34999998250000086,0.2354584451910969,658.8870967542158,A,0.19715680181980133
3600.0,36,0.0,RENT,21840.0,other,24.92,0.0,745.0,1.0,8.0,0.0,0.331,9.0,0.0,0.0,0.0,0,26.420260095824776,0.16483516483516483,0.8888887901234679,0.5536485861962273,589.2288200281541,D,
4000.0,36,10.0,RENT,68000.0,home_improvement,17.81,0.0,680.0,0.0,7.0,1.0,0.408,13.0,0.0,1.0,1.0,0,17.831622176591377,0.058823529411764705,0.5384614970414233,0.4518105471351054,609.6678997823901,C,
9000.0,36,2.0,MORTGAGE,46500.0,credit_card,18.53,1.0,725.0,0.0,15.0,0.0,0.24600000000000002,23.0,0.0,2.0,0.0,0,31.3347022587269,0.1935483870967742,0.6521738846880919,0.27797541313210233,647.726326216905,A,
15000.0,60,4.0,RENT,45000.0,house,22.48,0.0,730.0,0.0,11.0,0.0,0.01,13.0,0.0,0.0,0.0,0,14.08350444900753,0.3333333333333333,0.8461537810650938,0.702803216035964,556.9658779666327,E,
35000.0,36,8.0,MORTGAGE,75000.0,debt_consolidation,18.38,0.0,670.0,1.0,15.0,0.0,0.563,36.0,0.0,1.0,0.0,0,16.829568788501028,0.4666666666666667,0.41666665509259293,0.4849154937543699,603.0178170462772,C,
9300.0,36,2.0,MORTGAGE,95000.0,debt_consolidation,39.31,0.0,685.0,0.0,21.0,0.0,0.82,43.0,0.0,2.0,0.0,0,24.0,0.09789473684210526,0.48837208166576557,0.44771467803879217,610.4954325102062,C,0.4697492718696594
5000.0,36,10.0,MORTGAGE,43000.0,other,32.35,1.0,665.0,0.0,7.0,0.0,0.81,15.0,0.0,3.0,0.0,0,12.41889117043121,0.11627906976744186,0.46666663555555765,0.507669030691476,598.4660735656269,D,0.5176549553871155
17950.0,36,3.0,OWN,50000.0,debt_consolidation,25.73,0.0,690.0,2.0,12.0,0.0,0.616,23.0,0.0,0.0,0.0,0,13.333333333333334,0.359,0.5217391077504736,0.5991679556584484,579.9000272647191,D,
8000.0,36,1.0,RENT,55000.0,debt_consolidation,14.02,0.0,715.0,0.0,21.0,0.0,0.23800000000000002,24.0,0.0,0.0,0.0,0,6.587268993839836,0.14545454545454545,0.8749999635416682,0.42646099121347536,614.8152526443348,C,0.27721044421195984
15000.0,36,10.0,RENT,70000.0,debt_consolidation,27.64,1.0,675.0,0.0,10.0,0.0,0.8909999999999999,22.0,0.0,1.0,0.0,0,23.000684462696782,0.21428571428571427,0.4545454338842984,0.5613090552100529,587.6761756283062,D,0.4851086735725403
10000.0,36,10.0,MORTGAGE,100000.0,debt_consolidation,21.25,0.0,690.0,2.0,16.0,0.0,0.547,46.0,0.0,4.0,0.0,0,32.82956878850103,0.1,0.34782607939508525,0.3366424828526733,633.9146300460347,B,
14000.0,36,3.0,RENT,35000.0,credit_card,26.17,0.0,675.0,0.0,14.0,0.0,0.6659999999999999,38.0,0.0,0.0,0.0,0,18.754277891854894,0.4,0.36842104293628836,0.4947856804143656,601.0429017256758,C,
9000.0,36,9.0,MORTGAGE,103000.0,credit_card,12.93,0.0,700.0,4.0,22.0,0.0,0.20800000000000002,67.0,0.0,1.0,0.0,0,16.334017796030118,0.08737864077669903,0.3283582040543552,0.3459934165220614,631.8348835201373,B,0.21767686307430267
9800.0,36,10.0,MORTGAGE,100000.0,credit_card,10.62,1.0,670.0,2.0,10.0,0.0,0.519,37.0,0.0,7.0,0.0,0,21.08145106091718,0.098,0.2702702629656686,0.23835859700760068,658.0849797666845,A,
5000.0,36,0.0,OWN,60000.0,home_improvement,20.66,0.0,660.0,1.0,12.0,0.0,0.774,32.0,0.0,0.0,0.0,1,12.752908966461328,0.08333333333333333,0.3749999882812504,0.49668871453379043,600.6622667753524,D,
12000.0,36,10.0,RENT,111992.0,debt_consolidation,20.82,0.0,715.0,0.0,13.0,0.0,0.7829999999999999,42.0,0.0,4.0,0.0,0,23.419575633127995,0.10715051075076791,0.3095238021541952,0.34838186816382577,631.3079751255356,B,
26375.0,60,0.0,MORTGAGE,60000.0,debt_consolidation,32.02,0.0,695.0,0.0,6.0,0.0,0.742,40.0,0.0,5.0,0.0,1,25.916495550992472,0.4395833333333333,0.1499999962500001,0.6301226736030195,573.3628439975001,E,
15000.0,36,10.0,MORTGAGE,60000.0,debt_consolidation,19.12,0.0,690.0,1.0,15.0,0.0,0.46399999999999997,37.0,0.0,1.0,0.0,0,27.249828884325805,0.25,0.4054053944485029,0.38355197797737733,623.7249430116507,B,
26000.0,36,10.0,MORTGAGE,176000.0,home_improvement,12.29,0.0,680.0,1.0,13.0,0.0,0.72,25.0,0.0,3.0,0.0,0,16.999315537303218,0.14772727272727273,0.5199999792000009,0.34056071021519513,633.0398253027918,B,
8500.0,36,2.0,MORTGAGE,125000.0,credit_card,10.03,0.0,685.0,0.0,10.0,0.0,0.945,16.0,0.0,3.0,0.0,0,14.420260095824778,0.068,0.6249999609375024,0.23148684806148204,659.9967308263695,A,0.18960197269916534
6000.0,36,0.0,MORTGAGE,160000.0,car,6.38,0.0,735.0,2.0,5.0,0.0,0.19,41.0,0.0,11.0,0.0,0,24.0,0.0375,0.12195121653777521,0.11609746190140735,701.4958389194649,A,
25000.0,36,10.0,MORTGAGE,230000.0,debt_consolidation,11.63,0.0,750.0,0.0,9.0,0.0,0.652,29.0,0.0,4.0,0.0,0,33.41820670773443,0.10869565217391304,0.3103448168846615,0.17016914125541036,679.2214502200209,A,
17000.0,36,5.0,RENT,62500.0,credit_card,10.23,0.0,660.0,1.0,6.0,0.0,0.985,16.0,0.0,0.0,0.0,1,13.66735112936345,0.272,0.37499997656250145,0.4753152148576546,604.9409739425876,C,
29000.0,60,10.0,MORTGAGE,73000.0,credit_card,22.77,0.0,735.0,1.0,8.0,0.0,0.8079999999999999,16.0,0.0,4.0,0.0,0,23.419575633127995,0.3972602739726027,0.4999999687500019,0.6191074512982015,575.711923239939,E,
14400.0,60,10.0,MORTGAGE,60000.0,debt_consolidation,14.3,0.0,735.0,0.0,9.0,0.0,0.486,26.0,0.0,3.0,0.0,0,31.915126625598905,0.24,0.3461538328402372,0.47279282079738744,605.4468159582524,C,0.35193225741386414
2500.0,36,10.0,MORTGAGE,90000.0,credit_card,16.84,1.0,695.0,1.0,9.0,1.0,0.529,11.0,0.0,1.0,0.0,0,14.420260095824778,0.027777777777777776,0.8181817438016598,0.36024373216750544,628.7153218071231,B,
20000.0,36,10.0,RENT,60000.0,debt_consolidation,11.34,0.0,675.0,1.0,10.0,0.0,0.376,19.0,0.0,0.0,0.0,0,14.250513347022586,0.3333333333333333,0.5263157617728547,0.4904054139413073,601.919152794455,C,0.5726155638694763
4800.0,36,10.0,MORTGAGE,188000.0,vacation,13.91,0.0,700.0,1.0,6.0,0.0,0.97,24.0,0.0,7.0,0.0,0,21.08145106091718,0.02553191489361702,0.24999998958333375,0.19814510950759212,669.8964009187478,A,
10000.0,36,2.0,RENT,70000.0,debt_consolidation,11.99,0.0,680.0,0.0,18.0,1.0,0.259,38.0,0.0,5.0,1.0,0,27.753593429158112,0.14285714285714285,0.4736841980609422,0.3256113981393249,636.4050932651579,A,
25850.0,60,2.0,MORTGAGE,61758.0,debt_consolidation,3.81,3.0,665.0,1.0,4.0,0.0,0.47600000000000003,29.0,0.0,7.0,0.0,1,22.6694045174538,0.4185692541856925,0.13793102972651622,0.5430508528478739,591.3684571060962,D,
10000.0,36,10.0,OWN,30310.0,credit_card,21.23,0.0,660.0,1.0,9.0,0.0,0.9,17.0,0.0,0.0,0.0,1,13.752224503764545,0.32992411745298583,0.5294117335640156,0.5023803266552329,599.5239310724182,D,
3000.0,36,7.0,OWN,56000.0,debt_consolidation,15.42,0.0,705.0,0.0,7.0,0.0,0.29100000000000004,25.0,0.0,2.0,0.0,0,15.249828884325805,0.05357142857142857,0.27999998880000043,0.2855485686399365,645.8551443450226,A,
11900.0,36,1.0,OWN,35000.0,major_purchase,5.32,0.0,660.0,0.0,4.0,0.0,0.514,14.0,0.0,2.0,0.0,0,38.33538672142368,0.34,0.2857142653061239,0.2969573072973956,643.0914618638319,A,
10000.0,36,10.0,MORTGAGE,60000.0,debt_consolidation,21.58,0.0,665.0,0.0,7.0,0.0,0.177,21.0,0.0,2.0,0.0,1,19.419575633127995,0.16666666666666666,0.3333333174603182,0.3123065752136686,639.467890844428,A,
15000.0,36,10.0,MORTGAGE,70000.0,credit_card,14.73,0.0,665.0,1.0,13.0,0.0,0.8370000000000001,25.0,0.0,3.0,0.0,0,12.58590006844627,0.21428571428571427,0.5199999792000009,0.35225885661338746,630.4562426510744,B,
4800.0,36,1.0,RENT,45996.0,credit_card,16.41,0.0,660.0,0.0,5.0,0.0,0.7809999999999999,8.0,0.0,0.0,0.0,0,6.830937713894593,0.10435690060005218,0.6249999218750099,0.4373581706915805,612.5945385662975,C,0.46470707654953003
35000.0,60,8.0,RENT,240000.0,house,9.27,0.0,720.0,2.0,8.0,0.0,0.46799999999999997,22.0,0.0,3.0,0.0,0,13.585215605749486,0.14583333333333334,0.36363634710743875,0.602053664238416,579.2985288417271,D,
10000.0,36,7.0,RENT,73000.0,debt_consolidation,29.85,0.0,675.0,0.0,15.0,0.0,0.665,32.0,0.0,0.0,0.0,0,9.418206707734429,0.136986301369863,0.468749985351563,0.5389908393345821,592.1859669497453,D,
13500.0,60,10.0,MORTGAGE,57000.0,debt_consolidation,29.45,0.0,695.0,0.0,17.0,0.0,0.299,40.0,0.0,2.0,0.0,0,13.248459958932239,0.23684210526315788,0.4249999893750003,0.6190167004466597,575.7311644466024,E,0.6330446600914001
6000.0,36,1.0,RENT,40000.0,car,23.01,0.0,705.0,2.0,16.0,0.0,0.154,29.0,0.0,0.0,0.0,0,6.083504449007529,0.15,0.5517241189060649,0.559462566886283,588.0509399762946,D,0.6232176423072815
20000.0,36,-1.0,MORTGAGE,49403.0,debt_consolidation,10.83,0.0,765.0,1.0,9.0,0.0,0.384,18.0,0.0,5.0,0.0,0,39.58658453114305,0.4048337145517479,0.49999997222222375,0.2641098836327329,651.2357783369401,A,
33425.0,60,7.0,MORTGAGE,106400.0,debt_consolidation,23.7,0.0,685.0,0.0,19.0,0.0,0.39899999999999997,35.0,0.0,1.0,0.0,0,17.831622176591377,0.31414473684210525,0.5428571273469392,0.6581052297805692,567.2569079041035,E,
12000.0,60,3.0,RENT,39000.0,debt_consolidation,27.45,0.0,680.0,2.0,13.0,0.0,0.518,29.0,0.0,0.0,0.0,0,10.587268993839835,0.3076923076923077,0.4482758466111777,0.8160729985324244,525.5017568893587,E,
36000.0,60,6.0,MORTGAGE,120000.0,debt_consolidation,16.04,0.0,715.0,0.0,13.0,0.0,0.573,32.0,0.0,5.0,0.0,0,14.669404517453799,0.3,0.4062499873046879,0.5401596891645694,591.9507231169019,D,
24000.0,60,10.0,MORTGAGE,90000.0,credit_card,14.51,2.0,660.0,1.0,9.0,0.0,0.695,24.0,0.0,4.0,0.0,0,21.66735112936345,0.26666666666666666,0.37499998437500065,0.6018629205760061,579.3383326976608,D,0.6187543272972107
19500.0,36,10.0,MORTGAGE,112000.0,other,27.37,0.0,715.0,1.0,18.0,0.0,0.574,46.0,0.0,1.0,0.0,0,29.752224503764545,0.17410714285714285,0.3913043393194709,0.4469427994663612,610.6515405958576,C,0.3259769380092621
16000.0,60,2.0,RENT,109000.0,debt_consolidation,22.19,0.0,685.0,1.0,24.0,0.0,0.312,41.0,0.0,0.0,0.0,0,12.999315537303216,0.14678899082568808,0.585365839381321,0.7222904780104581,552.2074150195862,E,
9600.0,36,10.0,RENT,64000.0,debt_consolidation,5.91,0.0,710.0,1.0,8.0,1.0,0.389,15.0,0.0,0.0,1.0,0,34.502395619438744,0.15,0.5333332977777802,0.3997496242258369,620.3254224719947,B,
28000.0,36,10.0,MORTGAGE,180000.0,home_improvement,19.57,0.0,690.0,1.0,25.0,0.0,0.696,44.0,0.0,6.0,0.0,1,23.50171115674196,0.15555555555555556,0.5681818052685954,0.33973362276190877,633.2240753696458,B,
35000.0,60,8.0,MORTGAGE,75000.0,home_improvement,13.01,0.0,680.0,0.0,6.0,0.0,0.7,26.0,0.0,3.0,0.0,0,18.50239561943874,0.4666666666666667,0.23076922189349144,0.6187232419951624,575.7933721351021,E,
21000.0,36,9.0,MORTGAGE,137000.0,debt_consolidation,22.34,0.0,680.0,4.0,33.0,0.0,0.743,50.0,0.0,1.0,0.0,0,19.419575633127995,0.15328467153284672,0.6599999868000003,0.5831263590471499,583.2189627177542,D,
28000.0,60,-1.0,MORTGAGE,85000.0,credit_card,17.49,0.0,700.0,0.0,13.0,0.0,0.7,30.0,0.0,1.0,0.0,1,19.668720054757017,0.32941176470588235,0.4333333188888894,0.5774526713169754,584.3837488233456,D,
